country,degree_raw,closeness_raw,betweenness_raw,eigenvector_raw,pagerank_raw,degree_norm,closeness_norm,betweenness_norm,eigenvector_norm,pagerank_norm,composite_score,rank,is_hub,is_broker,role
Portugal,1,0.002232142857142857,0,0.022390329955920336,0.001710111919261654,0,0.0012681159420289854,0,0.022390329955920326,0.004298048711782691,0.005591298921946401,120,FALSE,FALSE,Peripheral
Cameroon,1,0.0024813895781637717,0,0.016481866287892572,0.0018127306840091085,0,0.001517603481137843,0,0.016481866287892562,0.008476499138094274,0.005295193781424936,121,FALSE,FALSE,Peripheral
Côte d’Ivoire,1,0.0024813895781637717,0,0.01648186628789257,0.0018127306840091085,0,0.001517603481137843,0,0.01648186628789256,0.008476499138094274,0.005295193781424935,122,FALSE,FALSE,Peripheral
Liechtenstein,1,0.0024813895781637717,0,0.01648186628789257,0.0018127306840091085,0,0.001517603481137843,0,0.01648186628789256,0.008476499138094274,0.005295193781424935,123,FALSE,FALSE,Peripheral
Kenya,1,0.0024813895781637717,0,0.016481866287892565,0.0018127306840091085,0,0.001517603481137843,0,0.016481866287892555,0.008476499138094274,0.005295193781424934,124,FALSE,FALSE,Peripheral
Ireland,1,0.0024813895781637717,0,0.01648186628789256,0.0018127306840091085,0,0.001517603481137843,0,0.016481866287892548,0.008476499138094274,0.0052951937814249336,125,FALSE,FALSE,Peripheral
Mongolia,1,0.002188183807439825,0,0.013496621100980896,0.0018650117014723522,0,0.001224114419814163,0,0.013496621100980885,0.0106052875740583,0.00506520461897067,126,FALSE,FALSE,Peripheral
Brunei,1,0.002188183807439825,0,0.013496621100980894,0.0018650117014723522,0,0.001224114419814163,0,0.013496621100980884,0.0106052875740583,0.005065204618970669,127,FALSE,FALSE,Peripheral
Philippines,1,0.002188183807439825,0,0.01349662110098089,0.0018650117014723522,0,0.001224114419814163,0,0.01349662110098088,0.0106052875740583,0.005065204618970668,128,FALSE,FALSE,Peripheral
Belize,1,0.0017605633802816902,0,0.020790930187175618,0.0016825002633467467,0,7.960808328230252e-4,0,0.020790930187175607,0.0031737520423309636,0.004952152612465919,129,FALSE,FALSE,Peripheral
Oman,1,0.0021598272138228943,0,0.01686726058760707,0.001740417366317606,0,0.0011957304285222401,0,0.01686726058760706,0.005532031682462004,0.00471900453971826,130,FALSE,FALSE,Peripheral
Maldives,1,0.0020833333333333333,0,0.015034399849017083,0.0017694913949515172,0,0.0011191626409017713,0,0.015034399849017072,0.006715873523074056,0.004573887202598581,131,FALSE,FALSE,Peripheral
Cambodia,1,0.002288329519450801,0,0.016457780195030792,0.001729028082223542,0,0.0013243568909671786,0,0.01645778019503078,0.005068280641457532,0.0045700835454910976,132,FALSE,FALSE,Peripheral
Madagascar,1,0.002012072434607646,0,0.002088535525849359,0.002039855822318262,0,0.0010478328910662042,0,0.002088535525849348,0.017724623819087383,0.004172198447200587,133,FALSE,FALSE,Peripheral
Afghanistan,1,0.001937984496124031,0,0.006764099820042485,0.0019012085647517585,0,9.736733700333296e-4,0,0.006764099820042474,0.01207915835366861,0.0039633863087488825,134,FALSE,FALSE,Peripheral
Niger,1,0.0021008403361344537,0,0.004169751934941713,0.0018817636974303633,0,0.0011366865586814436,0,0.0041697519349417015,0.011287398539090726,0.003318767406542774,135,FALSE,FALSE,Peripheral
Chad,1,0.00211864406779661,0,0.00592908348392232,0.0018305060422127034,0,0.0011545074920167036,0,0.005929083483922308,0.009200279562136988,0.0032567741076151998,136,FALSE,FALSE,Peripheral
Guinea,1,0.00211864406779661,0,0.005929083483922309,0.0018305060422127034,0,0.0011545074920167036,0,0.005929083483922298,0.009200279562136988,0.0032567741076151976,137,FALSE,FALSE,Peripheral
Austria,1,0.001996007984031936,0,0.0016006644995716797,0.0018929540757928244,0,0.0010317529192822084,0,0.0016006644995716687,0.011743050498596242,0.0028750935834900237,138,FALSE,FALSE,Peripheral
Yemen,1,0.0017331022530329288,0,0.004558051161928409,0.0017642784935062489,0,7.685931730841684e-4,0,0.004558051161928397,0.0065036136082338505,0.002366051588649283,139,FALSE,FALSE,Peripheral
Germany,1,0.0017793594306049821,0,0.0011345782586139718,0.001787091407005749,0,8.148950435814121e-4,0,0.0011345782586139608,0.00743251416917887,0.0018763974942748486,140,FALSE,FALSE,Peripheral
