country,degree_raw,closeness_raw,betweenness_raw,eigenvector_raw,pagerank_raw,degree_norm,closeness_norm,betweenness_norm,eigenvector_norm,pagerank_norm,composite_score,rank,is_hub,is_broker,role
Zimbabwe,5,0.1111111111111111,7,1.3517404795287454e-16,0.01546988889378235,0.13333333333333333,0.11025228126677403,0.0028725812288593034,1.240857513261424e-16,0.5645712707353846,0.16220589331287028,39,FALSE,FALSE,Peripheral
Paraguay,9,0.0024691358024691358,30.298361611958303,0.3463737890380403,0.005855110450250185,0.26666666666666666,0.0015053378660464006,0.012433500690243246,0.3463737890380403,0.17307488910246327,0.16001083667269198,40,FALSE,FALSE,Peripheral
Russia,13,0.002380952380952381,38.653508638764066,0.02833708687414269,0.010146973328602085,0.4,0.0014170692431562,0.01586219190646637,0.02833708687414268,0.34783177998742404,0.15868962560223787,41,FALSE,FALSE,Peripheral
North Macedonia,12,0.0027548209366391185,18.241228624316857,0.06987988786300225,0.010054774138892579,0.36666666666666664,0.0017912990245006056,0.0074856301339348025,0.06987988786300224,0.3440775958039039,0.15798021589840167,42,FALSE,FALSE,Peripheral
Faroe Islands,9,0.0026954177897574125,236.01579317880845,0.02865554174622251,0.010631506527007313,0.26666666666666666,0.0017318384832740864,0.09685350531425496,0.0286555417462225,0.367561095131891,0.1522937294684618,43,FALSE,FALSE,Peripheral
Latvia,12,0.002717391304347826,120.83713191392005,0.03809451030326147,0.009047333503487295,0.36666666666666664,0.0017538332283133795,0.04958778241216031,0.038094510303261456,0.30305643595216986,0.15183184571251435,44,FALSE,FALSE,Peripheral
Serbia,12,0.002770083102493075,91.32494781618705,0.059406434175167694,0.00878648224726685,0.36666666666666664,0.001806575936408527,0.037476904403333476,0.05940643417516768,0.2924350447724902,0.1515583251908133,45,FALSE,FALSE,Peripheral
Syria,9,0.0025575447570332483,66.2187139632847,0.08692257204447107,0.010524762217982667,0.26666666666666666,0.0015938322398902853,0.02717409067573358,0.08692257204447106,0.3632146600072036,0.14911436432679304,46,FALSE,FALSE,Peripheral
Bolivia,7,0.0024096385542168677,53.02989668162296,0.3678695059384101,0.00513256390801828,0.2,0.0014457831325301207,0.021761812253711196,0.3678695059384101,0.14365410124900435,0.14694624051473115,47,FALSE,FALSE,Peripheral
New Zealand,9,0.002617801047120419,37.02268228508632,0.14179128086742773,0.008625437647930596,0.26666666666666666,0.0016541467486152215,0.01519295173916583,0.14179128086742773,0.2858776000750433,0.14223652921938376,48,FALSE,FALSE,Peripheral
Slovenia,12,0.002680965147453083,30.102522890955,0.05455353702112873,0.008325522334132232,0.36666666666666664,0.001717371877064149,0.012353134599694974,0.054553537021128716,0.2736655911517023,0.14179126026325134,49,FALSE,FALSE,Peripheral
